group,user
10092,26464.0
10092,6787.0
10093,9192.0
10093,2235.0
10094,11487.0
10094,24640.0
10095,13047.0
10095,28857.0
10096,20360.0
10096,13941.0
10097,33865.0
10097,20289.0
10098,28374.0
10098,2886.0
10099,16923.0
10099,4162.0
101,29909.0
101,12890.0
101,31740.0
101,33195.0
101,8302.0
101,24199.0
101,30550.0
101,23565.0
101,33104.0
101,30426.0
101,20746.0
101,32970.0
101,860.0
101,7747.0
101,13169.0
101,364.0
101,4505.0
101,15462.0
101,3214.0
101,8749.0
101,16778.0
101,18056.0
101,6365.0
101,22138.0
101,10896.0
101,25384.0
101,33184.0
1010,22957.0
1010,31926.0
10100,28950.0
10100,4828.0
10101,26508.0
10101,23683.0
10102,18468.0
10102,11949.0
10102,20564.0
10102,28604.0
10103,2450.0
10103,13390.0
10103,7939.0
10103,20087.0
10103,17213.0
10104,30893.0
10104,32117.0
10105,5173.0
10105,17381.0
10105,1142.0
10105,30016.0
10105,32207.0
10105,7747.0
10105,11055.0
10105,21979.0
10105,524.0
10105,11450.0
10105,11811.0
10105,6089.0
10105,5653.0
10105,25805.0
10105,30550.0
10106,27112.0
10106,13094.0
10107,15698.0
10107,31666.0
10108,26022.0
10108,24054.0
10109,15720.0
10109,7747.0
10109,2545.0
1011,16136.0
1011,26832.0
10110,2296.0
10110,33669.0
10110,17162.0
10111,3796.0
10111,16057.0
10112,4513.0
10112,4188.0
10113,34042.0
10113,4945.0
10114,26393.0
10114,18515.0
10114,18729.0
10114,7747.0
10115,12106.0
10115,27244.0
10116,11085.0
10116,16812.0
10117,20462.0
10117,8770.0
10118,11916.0
10118,24703.0
10118,14307.0
10118,33359.0
10118,7747.0
10118,19364.0
10118,30121.0
10118,3161.0
10118,22287.0
10118,5444.0
10118,25132.0
10118,29389.0
10118,26265.0
10119,1105.0
10119,20087.0
1012,7246.0
1012,5501.0
10120,12718.0
10120,16771.0
10120,5689.0
10120,4643.0
10120,2545.0
10120,767.0
10120,14134.0
10120,23480.0
10120,20247.0
10120,7708.0
10120,18294.0
10120,10650.0
10120,9251.0
10120,24583.0
10120,23973.0
10120,13940.0
10120,31673.0
10120,32027.0
10120,16299.0
10120,20967.0
10120,3116.0
10120,23739.0
10120,7578.0
10120,12427.0
10120,33941.0
10120,11167.0
10120,23851.0
10120,31933.0
10120,20167.0
10120,1196.0
10120,19224.0
10120,16778.0
10120,20887.0
10120,20832.0
10120,1531.0
10120,14609.0
10120,28134.0
10120,25911.0
10120,8604.0
10120,3317.0
10120,29559.0
10120,32723.0
10120,14085.0
10120,434.0
10120,5126.0
10120,11450.0
10120,33184.0
10121,31571.0
10121,19716.0
10121,9016.0
10121,5335.0
10121,31943.0
10121,7747.0
10121,14071.0
10122,30134.0
10122,5440.0
10123,28843.0
10123,5543.0
10123,33054.0
10123,33863.0
10124,7226.0
10124,22493.0
10125,20400.0
10125,21561.0
10126,32374.0
10126,27720.0
10127,31792.0
10127,31976.0
10128,12718.0
10128,20167.0
10128,3588.0
10128,12356.0
10128,34339.0
10128,33023.0
10128,1222.0
10128,11055.0
10128,23739.0
10128,11811.0
10128,9954.0
10129,4856.0
10129,20087.0
10129,11953.0
10129,1918.0
10129,22653.0
10129,2610.0
10129,20483.0
10129,28604.0
10129,5348.0
10129,21894.0
10129,33673.0
10129,31740.0
10129,19113.0
10129,6052.0
10129,29564.0
10129,5362.0
10129,25181.0
1013,6833.0
1013,31972.0
10130,24186.0
10130,5179.0
10131,7137.0
10131,26976.0
10131,15281.0
10131,32871.0
10131,31781.0
10131,18046.0
10131,27639.0
10131,16911.0
10131,6290.0
10131,28018.0
10131,31014.0
10131,14071.0
10131,20755.0
10131,32563.0
10131,29576.0
10131,9790.0
10131,26137.0
10131,30640.0
10131,27766.0
10132,27059.0
10132,30034.0
10132,26369.0
10133,11148.0
10133,23480.0
10133,30016.0
10133,4262.0
10133,16053.0
10133,32752.0
10133,28547.0
10133,12632.0
10133,32970.0
10133,30009.0
10133,33586.0
10133,7747.0
10133,8845.0
10133,34050.0
10133,18720.0
10133,7578.0
10133,7835.0
10133,10705.0
10133,7854.0
10133,27165.0
10133,1637.0
10133,524.0
10133,29559.0
10133,5173.0
10133,12356.0
10133,8017.0
10133,5174.0
10133,29910.0
10133,7183.0
10133,30312.0
10134,11095.0
10134,19915.0
10134,17388.0
10134,29053.0
10134,6269.0
10134,13706.0
10134,21251.0
10134,33517.0
10134,30390.0
10134,23565.0
10134,30454.0
10134,11615.0
10134,23586.0
10134,7747.0
10134,11055.0
10134,13660.0
10134,5516.0
10134,17458.0
10134,20167.0
10134,27719.0
10134,25607.0
10134,18056.0
10134,11949.0
10134,5318.0
10134,25655.0
10134,6173.0
10134,20743.0
10134,21545.0
10134,23888.0
10134,17143.0
10134,20020.0
10134,22430.0
10134,22067.0
10134,22653.0
10134,30378.0
10134,11241.0
10134,33359.0
10134,14467.0
10134,4487.0
10134,25181.0
10135,2598.0
10135,20048.0
10136,12718.0
10136,20167.0
10137,88.0
10137,21675.0
10138,357.0
10138,2654.0
10139,11392.0
10139,1007.0
1014,15126.0
1014,10553.0
1014,26251.0
10140,15114.0
10140,1266.0
10140,12707.0
10140,20143.0
10140,22161.0
10140,33186.0
10140,9436.0
10140,8353.0
10140,27791.0
10140,2727.0
10140,11846.0
10140,15888.0
10140,23739.0
10140,21165.0
10140,4996.0
10140,32597.0
10140,7357.0
10140,24062.0
10140,25958.0
10140,20167.0
10140,12517.0
10140,1784.0
10140,11953.0
10140,29749.0
10140,10869.0
10140,24812.0
10140,29824.0
10140,24786.0
10140,18715.0
10140,2747.0
10140,22936.0
10140,2934.0
10140,25616.0
10140,22453.0
10140,23121.0
10140,32682.0
10140,18046.0
10140,22653.0
10140,29640.0
10140,9993.0
10140,20662.0
10140,16030.0
10141,9904.0
10141,1796.0
10142,3924.0
10142,22173.0
10143,8555.0
10143,9655.0
10144,22855.0
10144,16468.0
10145,13570.0
10145,857.0
10145,8810.0
10146,1211.0
10146,23123.0
10147,16016.0
10147,11961.0
10147,12000.0
10147,7586.0
10147,24894.0
10147,4514.0
10147,13224.0
10147,24685.0
10147,20564.0
10147,21059.0
10147,6387.0
10147,16935.0
10147,21832.0
10147,30435.0
10147,25085.0
10147,21127.0
10147,14083.0
10147,5315.0
10147,21853.0
10147,9345.0
10147,10526.0
10147,19032.0
10147,16748.0
10147,30217.0
10147,28077.0
10147,13618.0
10147,25860.0
10147,19256.0
10147,18715.0
10147,16364.0
10147,26363.0
10147,26031.0
10147,1688.0
10147,9006.0
10147,4203.0
10147,6891.0
10147,5079.0
10147,32419.0
10147,1272.0
10147,21428.0
10147,34428.0
10148,4222.0
10148,23483.0
10149,21724.0
10149,4673.0
1015,25842.0
1015,3864.0
10150,4681.0
10150,14671.0
10151,4965.0
10151,28965.0
10152,9203.0
10152,5214.0
10153,5696.0
10153,5681.0
10154,22210.0
10154,21024.0
10155,2598.0
10155,32777.0
10156,3388.0
10156,5246.0
10156,3470.0
10157,8399.0
10157,18182.0
10158,7284.0
10158,18613.0
10159,11095.0
10159,31933.0
10159,14085.0
10159,16070.0
10159,18468.0
10159,33184.0
1016,5712.0
1016,20135.0
10160,24703.0
10160,18871.0
10160,32685.0
10160,28242.0
10161,33093.0
10161,33397.0
10162,13873.0
10162,4926.0
10162,11081.0
10162,14703.0
10162,9985.0
10162,1449.0
10162,21873.0
10162,21131.0
10162,28672.0
10162,32232.0
10162,14356.0
10162,25451.0
10163,32247.0
10163,13178.0
10163,2545.0
10163,3000.0
10163,26885.0
10163,22653.0
10163,7747.0
10163,29783.0
10163,22919.0
10163,20453.0
10163,19572.0
10164,26026.0
10164,24677.0
10164,20410.0
10165,8563.0
10165,31933.0
10166,11167.0
10166,16299.0
10166,26976.0
10166,20167.0
10166,12356.0
10166,22749.0
10166,16778.0
10166,3116.0
10166,28179.0
10166,5174.0
10166,29910.0
10166,7578.0
10166,11450.0
10166,25423.0
10166,4280.0
10167,3894.0
10167,29872.0
10168,7339.0
10168,12790.0
10169,31277.0
10169,21041.0
1017,5810.0
1017,12566.0
1017,23883.0
1017,22934.0
1017,30647.0
1017,16889.0
1017,10430.0
10170,32125.0
10170,27006.0
10171,9301.0
10171,13874.0
10172,16104.0
10172,11050.0
10172,29114.0
10172,19404.0
10172,16499.0
10172,24983.0
10172,24391.0
10173,15794.0
10173,15052.0
10174,15542.0
10174,34002.0
10175,34178.0
10175,27061.0
10175,9751.0
10175,4885.0
10176,11406.0
10176,1213.0
10176,12356.0
10177,18113.0
10177,4003.0
10178,23565.0
10178,16601.0
10178,14085.0
10178,22653.0
10178,28604.0
10178,16070.0
10178,14609.0
10178,29720.0
10178,22949.0
10178,7340.0
10179,7363.0
10179,26074.0
10179,15241.0
1018,31349.0
1018,21251.0
1018,8885.0
1018,23368.0
1018,10947.0
1018,32589.0
1018,19293.0
1018,11055.0
1018,23055.0
1018,9192.0
1018,14058.0
1018,30550.0
10180,14364.0
10180,20462.0
10180,33836.0
10180,23326.0
10181,31335.0
10181,30067.0
10182,6954.0
10182,16815.0
10182,19895.0
10182,14224.0
10182,23480.0
10182,32382.0
10182,33836.0
10182,21702.0
10182,4856.0
10182,11055.0
10182,15354.0
10182,7699.0
10182,23331.0
10182,31688.0
10182,21146.0
10182,12668.0
10182,22939.0
10182,4759.0
10182,28626.0
10182,5126.0
10182,16892.0
10182,21178.0
10182,19970.0
10183,26265.0
10183,22653.0
10184,19550.0
10184,32232.0
10185,22919.0
10185,22653.0
10185,7747.0
10186,20167.0
10186,16935.0
10187,14490.0
10187,20167.0
10187,28604.0
10187,23973.0
10188,23739.0
10188,21913.0
10189,6612.0
10189,8719.0
10189,25085.0
1019,26604.0
1019,28013.0
1019,17738.0
10190,13873.0
10190,2546.0
10191,10226.0
10191,34287.0
10192,15329.0
10192,25140.0
10192,23196.0
10192,6161.0
10192,2929.0
10192,27672.0
10192,14609.0
10192,887.0
10192,34458.0
10192,30413.0
10193,26918.0
10193,6787.0
10194,15218.0
10194,33872.0
10195,32685.0
10195,20087.0
10196,9121.0
10196,17549.0
10197,23378.0
10197,17823.0
10198,27105.0
10198,33560.0
10199,25582.0
10199,17455.0
102,3344.0
102,767.0
102,29908.0
102,85.0
102,16103.0
102,7969.0
102,1412.0
102,5954.0
102,6406.0
102,14312.0
102,31933.0
102,6339.0
102,20087.0
102,14823.0
102,23966.0
102,16748.0
102,20483.0
102,1361.0
102,22303.0
102,31207.0
102,11112.0
102,29564.0
102,381.0
102,31994.0
102,4759.0
102,18999.0
102,1811.0
102,9921.0
102,14989.0
1020,23413.0
1020,28212.0
10200,25570.0
10200,622.0
10201,17776.0
10201,700.0
10202,2110.0
10202,27025.0
10203,29349.0
10203,25543.0
10203,2128.0
10204,5310.0
10204,7413.0
10205,15644.0
10205,6036.0
10206,14300.0
10206,7596.0
10206,18090.0
10207,11984.0
10207,21949.0
10208,14474.0
10208,30505.0
10209,15007.0
10209,20540.0
1021,26911.0
1021,28952.0
1021,2355.0
1021,4262.0
1021,7747.0
1021,16230.0
1021,19190.0
1021,10705.0
1021,24446.0
1021,28041.0
10210,34348.0
10210,25517.0
10211,27820.0
10211,34422.0
10212,2746.0
10212,8967.0
10213,5688.0
10213,2966.0
10214,10749.0
10214,6295.0
10215,20020.0
10215,13940.0
10215,19915.0
10215,23824.0
10215,30378.0
10215,27672.0
10215,25860.0
10215,14609.0
10215,33167.0
10215,18745.0
10215,21545.0
10215,27955.0
10216,18634.0
10216,17559.0
10216,29067.0
10217,1412.0
10217,13788.0
10217,22356.0
10217,32777.0
10217,767.0
10217,14085.0
10217,31207.0
10217,31974.0
10217,29564.0
10217,20133.0
10218,11999.0
10218,16185.0
10219,14617.0
10219,18358.0
1022,16169.0
1022,8364.0
10220,25059.0
10220,31349.0
10221,5130.0
10221,30550.0
10222,22430.0
10222,2677.0
10222,12894.0
10222,26690.0
10222,28216.0
10222,5922.0
10222,7076.0
10223,9093.0
10223,3478.0
10224,5843.0
10224,1239.0
10225,26981.0
10225,2166.0
10226,2753.0
10226,28334.0
10226,17433.0
10226,10067.0
10226,34284.0
10227,4995.0
10227,25305.0
10228,28046.0
10228,5128.0
10229,7185.0
10229,24387.0
1023,20928.0
1023,10465.0
10230,15729.0
10230,7592.0
10231,20193.0
10231,9536.0
10232,32076.0
10232,10201.0
10233,10957.0
10233,15650.0
10234,15153.0
10234,19759.0
10234,27935.0
10235,19656.0
10235,16374.0
10236,17642.0
10236,17068.0
10236,767.0
10237,2038.0
10237,28877.0
10238,29909.0
10238,12596.0
10238,7898.0
10238,9556.0
10238,9655.0
10238,23739.0
10238,19154.0
10238,12637.0
10238,11988.0
10238,10861.0
10238,23745.0
10238,23220.0
10238,18794.0
10238,4175.0
10238,2677.0
10238,20492.0
10238,28604.0
10238,6283.0
10238,1449.0
10238,31489.0
10238,13852.0
10238,25483.0
10238,17484.0
10239,17876.0
10239,24799.0
1024,22413.0
1024,15233.0
1024,16623.0
10240,29612.0
10240,5359.0
10240,28674.0
10240,16719.0
10240,9644.0
10240,24632.0
10240,24962.0
10240,16205.0
10240,33748.0
10240,8760.0
10240,13277.0
10240,26022.0
10240,14693.0
10240,486.0
10240,18245.0
10240,8826.0
10240,34478.0
10240,5130.0
10240,18453.0
10240,9655.0
10240,7747.0
10240,2854.0
10240,19489.0
10240,27583.0
10240,2292.0
10240,32798.0
10240,15923.0
10240,10431.0
10240,27720.0
10240,29749.0
10240,32469.0
10240,33503.0
10240,189.0
10240,27211.0
10240,5420.0
10240,22067.0
10240,2695.0
10240,22653.0
10240,5478.0
10240,1449.0
10240,13408.0
10240,26254.0
10240,17484.0
10240,20623.0
10240,28721.0
10241,30623.0
10241,5322.0
10242,1412.0
10242,4365.0
10242,12356.0
10242,26363.0
10242,51.0
10242,21894.0
10242,11869.0
10242,30690.0
10242,7575.0
10242,21955.0
10242,22465.0
10242,33167.0
10242,31207.0
10242,1026.0
10242,11406.0
10242,32158.0
10243,1330.0
10243,2545.0
10243,767.0
10243,10119.0
10243,5307.0
10243,22653.0
10243,7747.0
10243,18274.0
10243,6365.0
10243,25761.0
10243,23161.0
10243,7552.0
10243,9906.0
10243,27840.0
10243,3350.0
10243,28672.0
10243,23324.0
10243,27720.0
10244,3869.0
10244,23753.0
10245,22393.0
10245,1273.0
10245,32373.0
10246,3324.0
10246,16597.0
10246,10988.0
10246,21819.0
10246,26976.0
10247,11601.0
10247,8006.0
10248,8709.0
10248,20484.0
10249,28260.0
10249,11892.0
1025,17841.0
1025,27584.0
10250,25848.0
10250,12179.0
10250,31492.0
10251,13567.0
10251,34375.0
10251,27128.0
10252,10483.0
10252,27.0
10253,16946.0
10253,30852.0
10253,12556.0
10253,23480.0
10253,9144.0
10253,16409.0
10253,27525.0
10253,21326.0
10253,2296.0
10253,4356.0
10253,27996.0
10253,19426.0
10253,28469.0
10253,2535.0
10253,19920.0
10253,2854.0
10253,23739.0
10253,12763.0
10253,23569.0
10253,16517.0
10253,25085.0
10253,27286.0
10253,31322.0
10253,20167.0
10253,30700.0
10253,11953.0
10253,32023.0
10253,24662.0
10253,9929.0
10253,27928.0
10253,917.0
10253,34312.0
10253,2372.0
10253,7076.0
10253,32232.0
10253,16184.0
10253,26484.0
10253,12515.0
10253,16861.0
10253,16875.0
10253,28613.0
10253,4579.0
10253,33130.0
10253,33184.0
10253,15456.0
10253,23571.0
10254,13217.0
10254,8373.0
10255,9141.0
10255,13773.0
10256,11623.0
10256,9666.0
10257,24945.0
10257,18638.0
10258,27156.0
10258,24637.0
10259,23565.0
10259,20911.0
10259,26273.0
10259,20167.0
1026,31537.0
1026,18691.0
10260,452.0
10260,20230.0
10261,23739.0
10261,32218.0
10261,742.0
10261,970.0
10261,1156.0
10262,27994.0
10262,7498.0
10263,18782.0
10263,22653.0
10263,7747.0
10263,28997.0
10263,23745.0
10263,29564.0
10264,20363.0
10264,24244.0
10265,2498.0
10265,18306.0
10265,13038.0
10265,16627.0
10265,25583.0
10266,10624.0
10266,30253.0
10267,24417.0
10267,13133.0
10268,11167.0
10268,10837.0
10268,20887.0
10268,524.0
10268,2957.0
10268,17330.0
10269,8591.0
10269,27579.0
1027,3782.0
1027,1026.0
1027,32469.0
1027,22653.0
10270,31682.0
10270,32596.0
10271,2598.0
10271,18630.0
10272,15968.0
10272,22653.0
10272,17931.0
10272,23358.0
10272,20462.0
10272,33644.0
10273,32232.0
10273,18042.0
10274,29909.0
10274,20410.0
10274,19414.0
10274,18530.0
10274,10303.0
10274,7861.0
10274,1509.0
10274,20064.0
10274,23358.0
10274,20045.0
10274,17382.0
10274,30354.0
10275,11085.0
10275,2545.0
10275,9644.0
10275,23480.0
10275,26307.0
10275,1274.0
10275,6.0
10275,7708.0
10275,28322.0
10275,32236.0
10275,15143.0
10275,12241.0
10275,31673.0
10275,34478.0
10275,19137.0
10275,11589.0
10275,7747.0
10275,24685.0
10275,30336.0
10275,193.0
10275,22949.0
10275,14058.0
10275,23378.0
10275,3588.0
10275,3626.0
10275,16950.0
10275,17182.0
10275,24703.0
10275,31349.0
10275,6709.0
10275,31351.0
10275,16203.0
10275,28761.0
10275,17418.0
10275,27551.0
10275,33644.0
10276,26342.0
10276,11690.0
10276,4615.0
10276,23365.0
10277,9254.0
10277,23096.0
10277,5320.0
10278,24742.0
10278,2549.0
10279,6482.0
10279,4604.0
1028,2355.0
1028,10911.0
10280,1196.0
10280,27245.0
10280,27112.0
10280,8749.0
10280,16812.0
10280,28626.0
10280,7747.0
10280,25384.0
10280,5126.0
10280,23739.0
10280,30729.0
10280,34075.0
10281,548.0
10281,28105.0
10282,58.0
10282,12406.0
10283,23963.0
10283,886.0
10284,16658.0
10284,4231.0
10284,20087.0
10284,3841.0
10284,1292.0
10284,17869.0
10284,9483.0
10284,26892.0
10284,8871.0
10284,6406.0
10284,27956.0
10285,11498.0
10285,19150.0
10286,26150.0
10286,18656.0
10287,24554.0
10287,24502.0
10288,26209.0
10288,2450.0
10288,3588.0
10288,11716.0
10288,2545.0
10288,14134.0
10288,22666.0
10288,1337.0
10288,32469.0
10288,28626.0
10288,13043.0
10288,33473.0
10288,24487.0
10288,17937.0
10288,18720.0
10288,6470.0
10288,19113.0
10288,28083.0
10288,24672.0
10289,24677.0
10289,9644.0
10289,31781.0
10289,34215.0
10289,4982.0
10289,9985.0
10289,29127.0
10289,18294.0
10289,17009.0
10289,20529.0
10289,17292.0
10289,17586.0
10289,1545.0
10289,18525.0
10289,24900.0
10289,14433.0
10289,15963.0
10289,26586.0
10289,7747.0
10289,24053.0
10289,22008.0
10289,33368.0
10289,26118.0
10289,27720.0
10289,29803.0
10289,3911.0
10289,8563.0
10289,524.0
10289,22992.0
10289,2546.0
10289,12356.0
10289,5335.0
10289,15877.0
10289,31245.0
10289,8052.0
10289,213.0
10289,4543.0
10289,30003.0
10289,13769.0
10289,30354.0
10289,9277.0
1029,32419.0
1029,1026.0
10290,28682.0
10290,7400.0
10291,19368.0
10291,7536.0
10292,17790.0
10292,10391.0
10293,26841.0
10293,16235.0
10294,21004.0
10294,31724.0
10295,31633.0
10295,21276.0
10296,21824.0
10296,14085.0
10296,20737.0
10296,10270.0
10296,7747.0
10296,29114.0
10296,25301.0
10296,11949.0
10296,23161.0
10296,23358.0
10296,24983.0
10296,14609.0
10296,23569.0
10297,29977.0
10297,26764.0
10298,14236.0
10298,33369.0
10298,9849.0
10299,32469.0
10299,12356.0
10299,18530.0
10299,22653.0
10299,23573.0
10299,14175.0
10299,13291.0
10299,31155.0
103,24487.0
103,29007.0
103,20010.0
1030,20998.0
1030,30946.0
1030,30294.0
1030,25391.0
1030,30710.0
1030,6961.0
1030,13193.0
1030,33104.0
1030,33662.0
1030,9655.0
1030,11055.0
1030,33683.0
1030,33004.0
1030,31130.0
1030,33368.0
1030,31473.0
1030,20796.0
1030,5210.0
1030,21619.0
1030,8563.0
1030,23378.0
1030,23032.0
1030,32469.0
1030,28517.0
1030,21015.0
1030,6518.0
1030,11949.0
1030,26075.0
1030,23220.0
1030,2347.0
1030,30387.0
1030,2677.0
