user,item
17494,10012
17494,7970
17494,8995
17494,2340
17494,5925
17494,6447
17494,10544
17494,306
17494,4915
17494,4919
17494,823
17494,2873
17494,824
17494,7997
17494,6973
17494,5951
17494,6463
17494,833
17494,322
17494,831
17494,8516
17494,6980
17494,3398
17494,4425
17494,332
17494,9045
17494,1889
17494,10089
17494,5481
17494,5996
17494,9069
17494,8046
17494,7020
17494,2418
17494,371
17494,1399
17494,3960
17494,3451
17494,2941
17494,5501
17494,11646
17494,902
17494,3463
17494,3464
17494,9109
17494,2455
17494,408
17494,3993
17494,1435
17494,7074
17494,3492
17494,9124
17494,8619
17494,10156
17494,7605
17494,438
17494,439
17494,7612
17494,9149
17494,4544
17494,6085
17494,454
17494,11210
17494,5579
17494,8145
17494,980
17494,2004
17494,2524
17494,8157
17494,991
17494,7135
17494,2022
17494,10726
17494,2025
17494,11242
17494,1516
17494,1519
17494,7156
17494,503
17494,10747
17494,6652
28604,1
28604,2051
28604,4
28604,6
28604,10247
28604,8
28604,8211
28604,4118
28604,23
28604,24
28604,4121
28604,2075
28604,2077
28604,4126
28604,2087
28604,4140
28604,2094
28604,52
28604,10292
28604,2103
28604,8248
28604,4151
28604,61
28604,8255
28604,6210
28604,8259
28604,4166
28604,4169
28604,2122
28604,2121
28604,76
28604,2125
28604,2126
28604,74
28604,2128
28604,2129
28604,2130
28604,4178
28604,2127
28604,2133
28604,80
28604,2135
28604,8279
28604,4185
28604,4186
28604,87
28604,6236
28604,2137
28604,8283
28604,91
28604,96
28604,2147
28604,100
28604,4198
28604,2151
28604,2152
28604,103
28604,105
28604,102
28604,108
28604,4207
28604,4208
28604,4209
28604,10354
28604,2167
28604,2170
28604,8317
28604,8320
28604,10369
28604,10370
28604,130
28604,6275
28604,134
28604,136
28604,8332
28604,140
28604,8336
28604,8337
28604,6294
28604,152
28604,10393
28604,6302
28604,10401
28604,2210
28604,2212
28604,8356
28604,167
28604,2217
28604,4266
28604,6314
28604,4268
28604,174
28604,176
28604,10416
28604,178
28604,2227
28604,2228
28604,4281
28604,190
28604,8388
28604,4295
28604,202
28604,2252
28604,4302
28604,2256
28604,209
28604,210
28604,8404
28604,10453
28604,6356
28604,2262
28604,8184
28604,8411
28604,220
28604,4317
28604,4316
28604,225
28604,233
28604,8428
28604,6382
28604,6383
28604,8433
28604,8435
28604,244
28604,4342
28604,2296
28604,2297
28604,248
28604,251
28604,2300
28604,8447
28604,2303
28604,10495
28604,6402
28604,8450
28604,10503
28604,264
28604,6410
28604,8460
28604,10510
28604,272
28604,273
28604,8464
28604,275
28604,278
28604,8470
28604,279
28604,4377
28604,8475
28604,285
28604,6429
28604,287
28604,2339
28604,2340
28604,10533
28604,297
28604,8489
28604,2347
28604,2345
28604,302
28604,6447
28604,10544
28604,305
28604,2356
28604,8502
28604,310
28604,4409
28604,6461
28604,6463
28604,8516
28604,10565
28604,327
28604,4426
28604,8527
28604,337
28604,6483
28604,6495
28604,4450
28604,4453
28604,359
28604,4456
28604,2410
28604,363
28604,6508
28604,8557
28604,2412
28604,2415
28604,369
28604,370
28604,372
28604,2420
28604,10614
28604,6518
28604,10615
28604,387
28604,393
28604,10634
28604,395
28604,6542
28604,6544
28604,10641
28604,2451
28604,403
28604,406
28604,2455
28604,408
28604,6553
28604,2458
28604,10651
28604,8599
28604,412
28604,2462
28604,2457
28604,6560
28604,6562
28604,10662
28604,8619
28604,8620
28604,6572
28604,8622
28604,10670
28604,2481
28604,4531
28604,8634
28604,446
28604,448
28604,10688
28604,451
28604,453
28604,454
28604,455
28604,457
28604,2508
28604,10702
28604,8657
28604,466
28604,10707
28604,8660
28604,8662
28604,8665
28604,476
28604,8669
28604,4576
28604,10720
28604,483
28604,10723
28604,10725
28604,486
28604,10726
28604,6632
28604,10733
28604,494
28604,499
28604,500
28604,6643
28604,503
28604,507
28604,10747
28604,6652
28604,2556
28604,6655
28604,514
28604,2568
28604,8714
28604,6666
28604,6669
28604,2577
28604,8722
28604,6676
28604,8724
28604,537
28604,538
28604,6681
28604,10780
28604,542
28604,8736
28604,2593
28604,2602
28604,2603
28604,564
28604,565
28604,8756
28604,6708
28604,568
28604,10808
28604,4666
28604,4667
28604,2620
28604,4668
28604,8763
28604,10811
28604,8770
28604,2628
28604,581
28604,10822
28604,4684
28604,6734
28604,2639
28604,4688
28604,593
28604,6736
28604,10837
28604,8792
28604,602
28604,8795
28604,10844
28604,8796
28604,10851
28604,10853
28604,10855
28604,615
28604,6763
28604,619
28604,6765
28604,10862
28604,623
28604,626
28604,6774
28604,631
28604,2682
28604,2683
28604,638
28604,639
28604,6784
28604,10881
28604,8834
28604,644
28604,4742
28604,650
28604,651
28604,652
28604,653
28604,4751
28604,658
28604,10898
28604,8852
28604,10900
28604,8850
28604,2712
28604,666
28604,668
28604,669
28604,6813
28604,8864
28604,4769
28604,4770
28604,4771
28604,10921
28604,682
28604,683
28604,2733
28604,6830
28604,688
28604,6834
28604,2741
28604,2742
28604,2744
28604,8888
28604,6848
28604,8902
28604,714
28604,715
28604,716
28604,6862
28604,721
28604,4819
28604,6884
28604,8933
28604,2790
28604,748
28604,2798
28604,8943
28604,8945
28604,760
28604,8954
28604,2811
28604,2813
28604,766
28604,2815
28604,6915
28604,6916
28604,2824
28604,2825
28604,11019
28604,11021
28604,6927
28604,2832
28604,4883
28604,6931
28604,8983
28604,8988
28604,8990
28604,2847
28604,2846
28604,8991
28604,8994
28604,8995
28604,803
28604,6949
28604,11046
28604,806
28604,2857
28604,2866
28604,822
28604,823
28604,824
28604,825
28604,9016
28604,4923
28604,830
28604,831
28604,833
28604,834
28604,6980
28604,4933
28604,6983
28604,840
28604,841
28604,11084
28604,11099
28604,2910
28604,4958
28604,864
28604,11103
28604,4967
28604,4968
28604,9065
28604,7019
28604,4975
28604,9072
28604,4977
28604,2930
28604,2931
28604,9077
28604,11130
28604,2941
28604,2942
28604,901
28604,902
28604,7046
28604,907
28604,9099
28604,11149
28604,9108
28604,9109
28604,916
28604,7066
28604,923
28604,2974
28604,5023
28604,927
28604,2980
28604,5030
28604,2983
28604,7079
28604,7081
28604,9127
28604,5032
28604,2991
28604,11183
28604,5039
28604,946
28604,7091
28604,948
28604,11191
28604,5048
28604,7097
28604,3002
28604,952
28604,9149
28604,5054
28604,960
28604,9157
28604,11210
28604,5070
28604,3032
28604,5086
28604,7135
28604,3044
28604,7145
28604,11242
28604,3057
28604,1010
28604,3059
28604,7156
28604,9203
28604,5110
28604,1020
28604,9216
28604,5121
28604,7171
28604,7173
28604,1031
28604,1034
28604,1035
28604,1036
28604,9229
28604,9232
28604,7185
28604,1042
28604,1044
28604,5151
28604,1055
28604,1057
28604,3106
28604,7203
28604,9252
28604,5158
28604,7215
28604,7216
28604,3121
28604,1074
28604,7218
28604,9266
28604,9271
28604,3127
28604,1081
28604,1082
28604,5179
28604,3130
28604,3135
28604,1095
28604,1097
28604,7243
28604,9291
28604,7244
28604,5197
28604,5201
28604,9298
28604,1106
28604,9304
28604,5210
28604,1114
28604,5213
28604,1119
28604,9316
28604,3176
28604,5229
28604,7282
28604,7285
28604,1148
28604,3198
28604,3199
28604,3202
28604,7299
28604,1154
28604,9346
28604,5250
28604,5251
28604,11402
28604,5259
28604,5260
28604,5265
28604,7315
28604,3221
28604,9368
28604,5274
28604,1182
28604,1183
28604,7328
28604,3234
28604,3235
28604,1188
28604,7333
28604,3238
28604,1190
28604,9384
28604,9386
28604,5291
28604,7340
28604,1198
28604,1199
28604,1203
28604,1207
28604,1208
28604,3261
28604,5316
28604,5319
28604,11471
28604,7378
28604,1234
28604,1236
28604,9429
28604,5337
28604,9441
28604,3299
28604,1252
28604,1253
28604,1254
28604,9446
28604,3307
28604,9452
28604,3309
28604,1262
28604,3313
28604,3322
28604,1275
28604,1280
28604,1287
28604,1288
28604,3335
28604,5384
28604,3337
28604,7438
28604,9487
28604,1296
28604,7440
28604,1297
28604,7442
28604,5396
28604,3349
28604,9492
28604,9498
28604,3355
28604,11546
28604,3359
28604,1321
28604,1324
28604,1325
28604,3375
28604,1328
28604,5425
28604,3381
28604,7478
28604,7480
28604,7481
28604,3387
28604,3397
28604,3398
28604,5445
28604,9541
28604,1353
28604,3405
28604,9551
28604,3415
28604,5470
28604,3426
28604,3430
28604,5481
28604,7530
28604,5482
28604,9581
28604,1389
28604,9584
28604,3442
28604,7540
28604,3445
28604,1398
28604,1399
28604,5492
28604,5498
28604,3451
28604,5501
28604,11646
28604,3456
28604,9601
28604,1410
28604,3462
28604,3463
28604,7564
28604,3468
28604,5517
28604,5526
28604,11682
28604,3492
28604,7591
28604,7595
28604,7596
28604,9643
28604,7599
28604,9649
28604,3508
28604,7605
28604,3509
28604,3511
28604,7609
28604,3514
28604,7612
28604,1473
28604,7624
28604,3529
28604,3543
28604,7651
28604,1516
28604,5613
28604,1519
28604,5618
28604,1526
28604,1531
28604,3580
28604,7676
28604,1538
28604,9735
28604,1545
28604,1549
28604,7693
28604,9744
28604,11794
28604,1555
28604,1557
28604,1560
28604,1561
28604,7707
28604,5660
28604,3612
28604,9761
28604,9764
28604,5675
28604,1580
28604,5677
28604,1582
28604,5676
28604,1584
28604,7725
28604,9779
28604,11837
28604,9794
28604,1604
28604,1609
28604,5706
28604,7759
28604,5720
28604,9821
28604,5726
28604,1629
28604,1632
28604,1633
28604,1634
28604,9836
28604,1647
28604,5743
28604,7794
28604,7795
28604,3701
28604,1654
28604,3706
28604,5764
28604,1672
28604,9865
28604,5769
28604,9866
28604,1680
28604,5781
28604,1686
28604,1691
28604,5789
28604,5792
28604,1697
28604,3745
28604,7840
28604,3748
28604,1703
28604,1705
28604,1706
28604,1711
28604,3761
28604,7859
28604,9911
28604,7864
28604,7870
28604,1727
28604,1726
28604,7872
28604,1732
28604,7878
28604,1742
28604,9934
28604,5842
28604,3795
28604,7893
28604,3801
28604,3803
28604,3805
28604,9949
28604,9953
28604,7907
28604,7908
28604,9962
28604,7915
28604,1772
28604,3822
28604,7921
28604,5874
28604,1785
28604,9980
28604,5884
28604,7933
28604,5889
28604,5891
28604,9990
28604,3848
28604,9997
28604,3853
28604,1807
28604,7951
28604,1808
28604,1809
28604,3858
28604,10009
28604,7964
28604,1820
28604,1824
28604,1825
28604,7970
28604,3872
28604,7973
28604,5925
28604,3884
28604,1844
28604,3893
28604,1847
28604,5944
28604,1850
28604,7997
28604,5951
28604,8001
28604,1860
28604,10055
28604,3916
28604,8016
28604,1873
28604,3922
28604,5969
28604,8020
28604,1877
28604,1880
28604,8026
28604,1883
28604,10080
28604,10082
28604,1891
28604,10085
28604,8041
28604,10089
28604,8046
28604,10094
28604,1905
28604,10097
28604,6003
28604,1910
28604,3960
28604,1912
28604,3965
28604,3966
28604,6017
28604,10113
28604,10115
28604,8076
28604,6028
28604,10124
28604,8083
28604,8085
28604,8087
28604,3993
28604,1947
28604,8091
28604,1958
28604,6055
28604,10152
28604,10156
28604,8108
28604,4017
28604,8114
28604,8119
28604,6074
28604,6075
28604,1979
28604,4029
28604,6087
28604,4043
28604,4045
28604,8143
28604,4047
28604,2001
28604,2004
28604,2005
28604,6101
28604,8153
28604,4059
28604,10204
28604,8157
28604,6111
28604,12256
28604,8161
28604,8162
28604,10208
28604,2022
28604,8168
28604,2025
28604,4073
28604,2027
28604,8171
28604,2031
28604,4083
28604,10230
28604,2040
34203,3110
34203,202
34203,7564
34203,1516
34203,2798
34203,2415
34203,688
34203,3313
34203,305
34203,3451
34203,5874
34203,3701
34203,1526
34203,1399
34203,2262
34203,10809
34203,219
34203,3415
280,7424
280,3463
280,1802
280,10378
280,538
280,1183
280,3234
280,420
280,2213
280,2217
280,6572
280,688
280,825
280,2683
280,454
280,711
280,11210
280,202
280,1358
280,1742
280,3415
280,1114
280,3802
280,2412
280,1261
280,3313
280,5492
280,1399
280,2170
280,6651
280,5501
280,2686
10812,7170
10812,136
10812,403
10812,538
10812,2339
10812,3239
10812,428
10812,429
10812,8885
10812,2237
10812,6973
10812,6463
10812,8516
10812,3275
10812,1740
10812,337
10812,1629
10812,2144
10812,4849
10812,2803
10812,1526
10812,2297
10812,2556
15300,10379
15300,639
15300,4880
15300,4881
15300,4882
15300,4883
15300,670
15300,287
15300,2983
15300,10408
15300,10921
15300,2227
15300,567
15300,202
15300,337
15300,2144
15300,613
15300,4198
15300,1785
15300,8447
19428,833
19428,668
19428,451
19428,4198
19428,7951
19428,11471
19428,9807
19428,2513
19428,851
19428,9584
19428,1557
19428,9717
19428,2297
19428,476
19428,10844
21170,1634
21170,3555
21170,4198
21170,1192
21170,1545
21170,5704
21170,1837
21170,2798
21170,7951
21170,8623
21170,851
21170,9108
21170,3483
21170,10844
21170,543
22461,7951
22461,11471
8563,6
8563,6151
8563,10275
8563,36
8563,2083
8563,8241
8563,50
8563,10292
8563,8255
8563,10303
8563,8261
8563,10310
8563,78
8563,2126
8563,2129
8563,91
8563,102
8563,4198
8563,108
8563,8304
8563,4209
8563,2160
8563,2170
8563,4219
8563,2180
8563,4232
8563,136
8563,10378
8563,4241
8563,165
8563,2217
8563,174
8563,178
8563,2228
8563,202
8563,2252
8563,8402
8563,220
8563,8425
8563,2284
8563,8428
8563,8433
8563,10488
8563,10495
8563,8450
8563,8464
8563,285
8563,2339
8563,6443
8563,2347
8563,2350
8563,305
8563,10548
8563,2360
8563,10556
8563,8516
8563,6472
8563,10576
8563,337
8563,10579
8563,348
8563,8547
8563,356
8563,363
8563,6509
8563,2418
8563,10615
8563,6542
8563,10641
8563,403
8563,408
8563,10649
8563,6562
8563,2470
8563,8619
8563,439
8563,448
8563,10689
8563,4545
8563,454
8563,455
8563,8660
8563,483
8563,10726
8563,4588
8563,495
8563,503
8563,2553
8563,2556
8563,527
8563,8722
8563,8723
8563,2580
8563,537
8563,538
8563,10780
8563,4642
8563,10786
8563,564
8563,4661
8563,4666
8563,2619
8563,10823
8563,8779
8563,593
8563,2642
8563,602
8563,8795
8563,10844
8563,612
8563,2663
8563,8812
8563,10861
8563,10862
8563,620
8563,626
8563,630
8563,2683
8563,637
8563,639
8563,6787
8563,651
8563,6797
8563,4749
8563,8845
8563,653
8563,10898
8563,8852
8563,2709
8563,671
8563,4769
8563,10921
8563,688
8563,2740
8563,2742
8563,714
8563,4819
8563,8919
8563,10978
8563,6884
8563,8942
8563,2798
8563,4849
8563,2803
8563,2805
8563,757
8563,8952
8563,6910
8563,2824
8563,8973
8563,2832
8563,4883
8563,6949
8563,11046
8563,806
8563,2871
8563,9016
8563,825
8563,823
8563,6968
8563,824
8563,6973
8563,830
8563,833
8563,6980
8563,4945
8563,4976
8563,2928
8563,886
8563,11128
8563,899
8563,2950
8563,2959
8563,2972
8563,9132
8563,948
8563,11191
8563,7103
8563,11210
8563,978
8563,980
8563,7135
8563,1010
8563,5110
8563,1020
8563,1031
8563,1048
8563,7195
8563,1055
8563,1058
8563,1059
8563,3121
8563,7218
8563,3127
8563,1095
8563,7244
8563,5205
8563,5214
8563,1119
8563,3176
8563,9321
8563,9322
8563,7285
8563,5248
8563,3201
8563,9346
8563,1168
8563,3227
8563,5276
8563,1182
8563,9377
8563,3234
8563,1190
8563,3238
8563,9384
8563,1199
8563,3249
8563,11471
8563,1236
8563,1257
8563,3313
8563,7424
8563,1280
8563,1285
8563,3335
8563,1297
8563,7478
8563,3395
8563,5446
8563,3400
8563,7504
8563,3415
8563,5481
8563,3435
8563,9583
8563,5492
8563,11646
8563,3462
8563,5512
8563,7564
8563,11682
8563,3498
8563,9651
8563,5561
8563,7612
8563,1516
8563,1519
8563,1526
8563,1527
8563,3580
8563,9730
8563,11794
8563,1557
8563,5660
8563,7725
8563,1585
8563,9790
8563,1604
8563,7759
8563,1633
8563,3688
8563,1647
8563,7794
8563,7795
8563,3701
8563,1655
8563,5754
8563,9862
8563,5766
8563,3721
8563,3732
8563,3745
8563,1697
8563,1703
8563,1711
8563,5815
8563,7870
8563,1726
8563,1729
8563,1732
8563,5829
8563,7878
8563,5842
8563,7895
8563,5875
8563,5878
8563,3842
8563,7951
8563,7959
8563,10017
8563,3888
8563,5966
8563,3921
8563,10066
8563,10075
8563,8041
8563,10089
8563,3960
8563,10107
8563,10113
8563,1926
8563,3993
8563,1945
8563,10152
8563,6074
8563,1991
8563,8145
8563,8161
8563,2021
8563,2022
8563,4073
8563,10218
8563,4077
8563,4083
29559,6151
29559,6666
29559,9739
29559,2061
29559,2580
29559,5144
29559,538
29559,43
29559,1582
29559,6196
29559,564
29559,1081
29559,4666
29559,4667
29559,9794
29559,2120
29559,4689
29559,1114
29559,607
29559,8288
29559,1119
29559,613
29559,620
29559,10861
29559,1647
29559,7794
29559,2166
29559,631
29559,3704
29559,121
29559,2683
29559,6267
29559,2686
29559,3716
29559,5254
29559,136
29559,10378
29559,4747
29559,8847
29559,2707
29559,668
29559,1182
29559,1183
29559,8350
29559,3234
29559,3748
29559,676
29559,678
29559,1705
29559,1711
29559,1204
29559,2742
29559,183
29559,7870
29559,2239
29559,7878
29559,202
29559,2252
29559,717
29559,1742
29559,2262
29559,3295
29559,3296
29559,6884
29559,7910
29559,8425
29559,9449
29559,7918
29559,7414
29559,2296
29559,2813
29559,2815
29559,6402
29559,8450
29559,11014
29559,3335
29559,3846
29559,1802
29559,7951
29559,1811
29559,1820
29559,287
29559,6949
29559,806
29559,10539
29559,1325
29559,10544
29559,306
29559,1332
29559,9524
29559,824
29559,825
29559,830
29559,6978
29559,847
29559,8016
29559,3922
29559,9045
29559,3928
29559,2399
29559,9060
29559,356
29559,7535
29559,9584
29559,371
29559,5492
29559,5500
29559,2951
29559,6542
29559,10639
29559,2451
29559,408
29559,3993
29559,7092
29559,949
29559,3515
29559,11195
29559,1472
29559,4032
29559,1992
29559,1489
29559,1490
29559,8161
29559,2530
29559,7145
29559,5613
29559,1526
29559,6652
33372,8450
33372,2950
33372,395
33372,7951
33372,3221
33372,10780
33372,3745
33372,1058
33372,2217
33372,7340
33372,1199
33372,10544
33372,688
33372,10548
33372,2742
33372,824
33372,7870
33372,9794
33372,5446
33372,337
33372,10089
33372,363
33372,1519
33372,4209
33372,5110
33372,2683
2545,10242
2545,10243
2545,6
2545,7
2545,8
2545,8208
2545,10257
2545,24
2545,6169
2545,29
2545,2080
2545,10275
2545,2083
2545,6191
2545,4144
2545,51
2545,6196
2545,6206
2545,8255
2545,2111
2545,10312
2545,2120
2545,10314
2545,74
2545,76
2545,2125
2545,8264
2545,8271
2545,2127
2545,2129
2545,2130
2545,2128
2545,8274
2545,8279
2545,87
2545,2137
2545,4183
2545,2139
2545,10328
2545,4191
2545,96
2545,2145
2545,4195
2545,100
2545,4198
2545,103
2545,6263
2545,121
2545,2170
2545,4223
2545,10370
2545,130
2545,6275
2545,136
2545,4232
2545,142
2545,8336
2545,8337
2545,152
2545,10401
2545,2210
2545,2211
2545,2212
2545,2209
2545,10406
2545,2213
2545,10409
2545,2217
2545,4267
2545,178
2545,2228
2545,183
2545,184
2545,8377
2545,2237
2545,191
2545,8388
2545,6340
2545,198
2545,4295
2545,2248
2545,2249
2545,2250
2545,202
2545,2252
2545,206
2545,2256
2545,210
2545,8402
2545,8404
2545,10451
2545,2262
2545,219
2545,10463
2545,10466
2545,8433
2545,10485
2545,2296
2545,251
2545,2301
2545,10495
2545,8447
2545,8450
2545,260
2545,4359
2545,2313
2545,6410
2545,10510
2545,272
2545,8464
2545,4372
2545,8470
2545,4377
2545,287
2545,2340
2545,2347
2545,302
2545,10544
2545,305
2545,308
2545,2356
2545,316
2545,4415
2545,2370
2545,8516
2545,10567
2545,8522
2545,337
2545,8531
2545,8542
2545,6496
2545,4448
2545,2407
2545,2410
2545,8557
2545,8560
2545,368
2545,370
2545,10615
2545,2424
2545,10626
2545,6531
2545,393
2545,395
2545,10638
2545,4496
2545,10641
2545,403
2545,2455
2545,408
2545,6553
2545,2458
2545,2461
2545,6562
2545,8619
2545,2476
2545,8620
2545,6572
2545,4528
2545,10676
2545,6588
2545,8638
2545,448
2545,4547
2545,451
2545,454
2545,8654
2545,463
2545,8660
2545,4564
2545,10708
2545,476
2545,483
2545,10726
2545,8682
2545,10733
2545,10734
2545,4592
2545,4593
2545,6642
2545,8688
2545,503
2545,8697
2545,6649
2545,6652
2545,2568
2545,6666
2545,2572
2545,2573
2545,4625
2545,8722
2545,8724
2545,533
2545,6676
2545,8726
2545,537
2545,538
2545,4637
2545,542
2545,10789
2545,6697
2545,2602
2545,558
2545,564
2545,567
2545,568
2545,10808
2545,4666
2545,2619
2545,10822
2545,6727
2545,10824
2545,4678
2545,4684
2545,6734
2545,6735
2545,593
2545,8785
2545,8788
2545,10837
2545,10838
2545,599
2545,602
2545,8795
2545,8796
2545,10844
2545,2654
2545,10853
2545,4709
2545,10861
2545,4718
2545,6767
2545,6766
2545,626
2545,630
2545,631
2545,4728
2545,2682
2545,2683
2545,4734
2545,639
2545,638
2545,4736
2545,650
2545,651
2545,4751
2545,6800
2545,8852
2545,661
2545,668
2545,10909
2545,671
2545,673
2545,4769
2545,10921
2545,682
2545,10923
2545,688
2545,2742
2545,2744
2545,8888
2545,10942
2545,2753
2545,716
2545,6862
2545,4819
2545,4822
2545,10978
2545,4834
2545,6884
2545,746
2545,2798
2545,8942
2545,757
2545,4854
2545,2808
2545,2811
2545,2813
2545,4864
2545,2817
2545,2819
2545,6916
2545,8965
2545,11014
2545,6919
2545,2825
2545,11021
2545,2832
2545,2833
2545,784
2545,11026
2545,8987
2545,8988
2545,11046
2545,806
2545,2854
2545,6963
2545,11062
2545,823
2545,9016
2545,825
2545,824
2545,830
2545,831
2545,833
2545,6980
2545,4934
2545,840
2545,9038
2545,6994
2545,851
2545,9045
2545,6999
2545,11099
2545,2908
2545,11102
2545,9055
2545,2910
2545,4967
2545,4968
2545,7020
2545,879
2545,2928
2545,4976
2545,4975
2545,11128
2545,891
2545,9089
2545,899
2545,901
2545,9108
2545,5013
2545,9109
2545,7068
2545,5026
2545,2980
2545,7079
2545,948
2545,949
2545,11191
2545,952
2545,3002
2545,11195
2545,5054
2545,5061
2545,9157
2545,971
2545,980
2545,7127
2545,7135
2545,992
2545,3045
2545,5105
2545,1010
2545,9203
2545,5110
2545,7160
2545,7163
2545,9216
2545,9218
2545,7171
2545,3076
2545,3077
2545,1031
2545,9224
2545,9225
2545,1034
2545,1035
2545,7186
2545,5144
2545,5151
2545,1058
2545,3106
2545,9252
2545,3121
2545,7218
2545,3127
2545,1081
2545,5178
2545,1082
2545,3135
2545,1093
2545,1095
2545,1097
2545,9289
2545,1098
2545,7244
2545,9303
2545,3166
2545,1119
2545,3170
2545,9317
2545,3174
2545,1132
2545,1135
2545,7283
2545,7285
2545,1150
2545,3199
2545,3198
2545,3202
2545,1154
2545,3206
2545,5259
2545,3213
2545,7312
2545,5266
2545,5267
2545,9367
2545,5274
2545,1179
2545,1182
2545,1183
2545,7328
2545,3234
2545,3235
2545,1188
2545,1190
2545,3238
2545,7340
2545,11438
2545,1199
2545,1207
2545,1220
2545,1229
2545,11471
2545,1234
2545,5331
2545,1236
2545,9430
2545,5337
2545,9434
2545,7388
2545,9450
2545,9451
2545,1261
2545,9455
2545,3313
2545,7410
2545,3322
2545,1280
2545,3335
2545,7432
2545,3338
2545,5396
2545,3349
2545,3353
2545,3355
2545,3359
2545,5414
2545,1322
2545,1324
2545,3373
2545,3381
2545,7478
2545,7481
2545,3397
2545,3403
2545,3406
2545,1358
2545,9554
2545,1366
2545,3414
2545,3415
2545,3422
2545,7519
2545,7532
2545,9581
2545,9582
2545,5486
2545,9584
2545,5492
2545,1398
2545,1399
2545,3451
2545,5501
2545,11646
2545,3456
2545,1410
2545,3462
2545,9606
2545,7564
2545,1422
2545,11666
2545,7577
2545,11682
2545,3492
2545,9638
2545,5545
2545,9644
2545,7596
2545,1455
2545,9649
2545,3508
2545,3509
2545,5560
2545,7609
2545,3515
2545,3517
2545,1473
2545,9671
2545,1493
2545,1495
2545,3543
2545,5599
2545,1505
2545,3557
2545,7658
2545,1515
2545,1516
2545,1519
2545,9717
2545,1526
2545,5638
2545,1545
2545,7693
2545,1553
2545,11794
2545,7706
2545,5660
2545,1575
2545,5672
2545,1582
2545,3634
2545,9779
2545,1597
2545,9794
2545,1605
2545,5702
2545,5705
2545,9801
2545,3659
2545,9812
2545,1627
2545,1632
2545,1633
2545,1634
2545,1647
2545,1650
2545,7794
2545,3704
2545,1656
2545,5754
2545,3720
2545,5789
2545,3742
2545,1696
2545,3745
2545,5792
2545,3748
2545,1705
2545,1706
2545,1711
2545,3759
2545,3761
2545,7860
2545,3769
2545,7870
2545,1727
2545,7878
2545,1742
2545,5842
2545,7895
2545,9946
2545,3802
2545,7908
2545,3817
2545,7915
2545,3827
2545,1784
2545,1785
2545,1789
2545,5891
2545,1799
2545,9991
2545,1802
2545,3852
2545,1805
2545,7951
2545,10000
2545,10002
2545,5909
2545,1814
2545,5912
2545,10009
2545,1819
2545,1825
2545,7970
2545,5922
2545,1835
2545,1843
2545,5943
2545,1848
2545,10046
2545,3902
2545,8003
2545,10053
2545,3922
2545,8020
2545,8026
2545,5985
2545,10085
2545,10089
2545,1898
2545,10094
2545,6001
2545,8049
2545,10100
2545,1909
2545,1910
2545,3960
2545,10107
2545,8063
2545,6017
2545,1929
2545,6026
2545,8076
2545,8080
2545,8099
2545,4005
2545,10151
2545,6072
2545,6074
2545,1979
2545,6080
2545,8129
2545,10178
2545,2004
2545,2005
2545,6101
2545,4055
2545,4058
2545,8157
2545,2015
2545,6111
2545,8161
2545,12256
2545,8162
2545,10214
2545,2022
2545,2025
2545,10218
2545,2030
2545,6129
